artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Jackson Browne,Running on Empty - 45 Version,6aqm56xP40foYBBtAWWrnY,64.0,0.541,0.711,9.0,-13.492,1.0,0.0383,0.0635,0.0201,0.719,0.588,136.58
Traffic,Feelin' Alright?,5eo3Oql60QR7NL2zcEsbe8,52.0,0.468,0.527,5.0,-10.781,1.0,0.0407,0.314,0.0,0.234,0.749,94.852
The Beatles,Back In The U.S.S.R. - 2018 Mix,183Klch3PBWLz2S6zNUVxR,52.0,0.51,0.893,9.0,-9.267,1.0,0.0342,0.00102,5.85e-05,0.201,0.934,142.657
Fleetwood Mac,Gypsy - 2018 Remaster,5nTnApD6zNvuHJe0fXU5Jg,49.0,0.615,0.689,5.0,-9.602,1.0,0.0297,0.0442,0.00704,0.278,0.736,131.824
David Bowie,Rebel Rebel - 2014 Remaster,6Pis6qeFRgoQnRLFiuuPaJ,27.0,0.646,0.728,6.0,-13.836,0.0,0.0412,0.079,0.00526,0.124,0.801,126.695
Joan Jett & The Blackhearts,Bad Reputation,7pu8AhGUxHZSCWTkQ2eb5M,63.0,0.378,0.974,6.0,-4.055,1.0,0.194,0.00192,0.0139,0.0588,0.824,203.715
T. Rex,Bang a Gong (Get It On) - Remastered Version,6FsQrRpBLgsrFeAeiQqytm,62.0,0.729,0.818,2.0,-9.992,1.0,0.0732,0.157,0.285,0.195,0.907,125.811
The Runaways,Cherry Bomb,7cdnq45E9aP2XDStHg5vd7,65.0,0.501,0.813,11.0,-8.192,1.0,0.0639,0.0455,4.75e-05,0.131,0.495,136.59
Tim Curry,I Do The Rock,1pH0ZuY6owJ8sao2eZsx7g,30.0,0.811,0.701,0.0,-10.092,1.0,0.0335,0.314,0.000318,0.0745,0.922,104.602
David Bowie,Hang On to Yourself - 2012 Remaster,1dWoKufYqWrjfxYhFnHyMP,50.0,0.476,0.788,2.0,-10.654,1.0,0.0322,0.0241,0.0377,0.358,0.936,89.552
The Kinks,You Really Got Me - Mono Mix,29SyMC0plk6qw8NMF7lfRL,72.0,0.573,0.939,8.0,-6.441,1.0,0.0808,0.493,0.0,0.0994,0.963,137.382
Warren Zevon,Werewolves of London - 2007 Remaster,6kotXaSQaGYxE62hVpdHWu,61.0,0.75,0.62,7.0,-8.72,1.0,0.0257,0.0932,0.0135,0.0612,0.93,103.538
Billy Joel,Big Shot,22wxe2Yc9JzihICXYLGAQ7,56.0,0.52,0.737,0.0,-11.715,1.0,0.0972,0.156,7.55e-06,0.0866,0.728,149.861
The Who,Behind Blue Eyes,632wpQN4nWLEvxUyGZxyLM,52.0,0.412,0.523,2.0,-10.714,1.0,0.0335,0.115,7.34e-06,0.314,0.294,128.592
Elton John,Saturday Night's Alright (For Fighting),4i6wwcBc3Qrqir83xBdbM6,41.0,0.49,0.984,0.0,-4.995,1.0,0.0437,0.0358,0.0703,0.064,0.961,152.479
Bruce Springsteen,I'm On Fire,3PzsbWSQdLCKDLxn7YZfkM,73.0,0.62,0.446,1.0,-14.451,0.0,0.0347,0.589,0.0299,0.0727,0.868,88.591
Van Morrison,Wavelength - Remastered,6KrMDGTp9CtkMLKyftDUTD,44.0,0.541,0.863,0.0,-6.999,1.0,0.0703,0.0736,0.00115,0.463,0.522,142.829
Deep Purple,Smoke on the Water - 2012 Remaster,5JbsyfzMUtqXKgx9s4oqn1,28.0,0.595,0.682,0.0,-9.205,1.0,0.0281,0.117,0.335,0.0963,0.804,114.243
Pink Floyd,Time,3TO7bbrUKrOSPGRTB5MeCz,70.0,0.358,0.48,9.0,-11.79,1.0,0.0849,0.521,0.00428,0.178,0.356,120.317
Dire Straits,Romeo and Juliet,57MflfPN3ObQQAQtPUp0WF,54.0,0.602,0.574,5.0,-8.169,1.0,0.0278,0.437,0.00415,0.0751,0.486,87.318
Buffalo Springfield,Expecting to Fly,3uVmR6oQq0NluVZXkipKHV,43.0,0.254,0.349,10.0,-13.283,1.0,0.0302,0.791,0.326,0.0971,0.125,75.521
Bob Marley & The Wailers,"No Woman, No Cry - Live At The Lyceum, London/1975",423hwXFgoN8RYmqLoLuVvY,70.0,0.655,0.675,1.0,-9.352,1.0,0.0599,0.272,0.0236,0.727,0.587,77.589
"Crosby, Stills & Nash",Suite: Judy Blue Eyes - Remastered,2PuUFT13yCzUOZun94WOXv,66.0,0.451,0.364,9.0,-13.126,1.0,0.0436,0.469,0.0,0.197,0.298,154.206
Lou Reed,Satellite of Love,5WyuRWUcOOhAic0tj9Pl28,61.0,0.458,0.502,5.0,-10.186,1.0,0.0294,0.442,5.51e-06,0.299,0.571,121.861
Eric Clapton,I Shot The Sheriff - Full Length Version,5Pjx3qeo3aCwSYQ6R3yMzE,41.0,0.688,0.762,7.0,-7.166,1.0,0.0435,0.0195,0.0556,0.129,0.515,94.189
The Doors,Break On Through (To The Other Side) - Live At Isle Of Wight Festival 1970,57F04Uot63WsXQC3sE5TLq,0.0,0.313,0.59,2.0,-12.511,1.0,0.0346,0.00612,0.00269,0.973,0.562,181.94
The Who,The Real Me,4rVvheUQ2wQpn5uXX5l0gS,40.0,0.491,0.932,5.0,-7.028,0.0,0.118,0.0585,0.00493,0.347,0.569,148.831
David Bowie,The Jean Genie - 2013 Remaster,6uZtMNTfU5u8w6fsnXeOdb,64.0,0.58,0.571,9.0,-9.116,1.0,0.0321,0.378,5.13e-06,0.358,0.818,128.15
Fleetwood Mac,Rhiannon - 2017 Remaster,37jorMjJhyf20GU3blbbPh,41.0,0.728,0.598,9.0,-10.251,0.0,0.0284,0.224,0.142,0.0988,0.797,129.516
Fleetwood Mac,The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,78.0,0.545,0.67,9.0,-8.81,1.0,0.0496,0.009,0.000822,0.0451,0.481,151.553
Tom Petty and the Heartbreakers,Breakdown,5x53pbGk6sbl1BGom19QQ5,63.0,0.625,0.35,9.0,-8.395,0.0,0.0436,0.398,6.76e-05,0.123,0.69,113.688
Jimi Hendrix,Mannish Boy,0hnlRgTh80b1emNnM0jmwt,51.0,0.568,0.898,8.0,-8.833,0.0,0.0862,0.0285,0.0787,0.484,0.833,110.824
Elton John,Bennie And The Jets - Remastered 2014,5Wj1rJnCLpMHdLaxsFtJLs,71.0,0.665,0.673,0.0,-7.95,1.0,0.0493,0.259,7.62e-06,0.497,0.779,132.642
The Rolling Stones,Gimme Shelter - Mono,1BCfh9P3b9ghCYrt3N5Bkp,36.0,0.645,0.61,1.0,-8.572,0.0,0.0323,0.529,0.0355,0.137,0.496,118.599
Electric Light Orchestra,Evil Woman,5qRJD1yaLJ5s0J3JpbgnwA,56.0,0.703,0.58,9.0,-8.611,0.0,0.0282,0.461,2.74e-05,0.518,0.896,119.855
Peter Gabriel,Solsbury Hill,1CM1wOqD2AIjt2MWd31LV2,60.0,0.683,0.63,11.0,-8.844,1.0,0.0296,0.363,0.000873,0.314,0.481,102.457
Neil Young,Old Man - 2017 Remaster,4RIp4UTguC0F6TRV7xfKjv,50.0,0.709,0.278,4.0,-13.011,0.0,0.0353,0.46,0.00719,0.098,0.458,141.268
George Harrison,What Is Life,76TpWFiK5YCgw1hy26DWZp,66.0,0.468,0.833,4.0,-5.847,1.0,0.0324,0.00654,0.000332,0.326,0.884,131.248
Pretenders,Middle of the Road - 2007 Remaster,1YhyOTcVjHe73cm6tYrHkA,49.0,0.488,0.959,9.0,-5.575,1.0,0.0758,0.00333,0.0767,0.025,0.67,166.799
U2,Sunday Bloody Sunday - Remastered 2008,6C4LXC9UFH1IKiHYOp0BiJ,72.0,0.543,0.944,6.0,-7.495,1.0,0.0543,0.402,0.000564,0.0373,0.735,101.174
The Doors,People Are Strange,1Jmqubf9kGkWeYQXQKImL5,69.0,0.699,0.467,4.0,-8.578,0.0,0.0375,0.685,0.0,0.315,0.764,119.287
Graham Parker,Protection - Digitally Remastered 1996,31010AUbrLuIM46ucf88QA,15.0,0.669,0.786,9.0,-7.293,1.0,0.0381,0.207,0.0,0.202,0.961,105.358
The Police,Message In A Bottle - Remastered 2003,5xD021bM8VbqrhCVhxRozx,16.0,0.582,0.81,1.0,-7.024,0.0,0.0396,0.0338,1.68e-05,0.202,0.875,151.006
Dire Straits,Tunnel of Love (Intro: The Carousel Waltz),06ku5BBS2HufqSDVkcSR15,43.0,0.491,0.686,5.0,-10.708,1.0,0.0372,0.245,0.0185,0.281,0.555,137.168
Nick Gilder,Hot Child In The City - (Pre-Order Exclusive),69eihm0ByPDKtOnZ2B9mA7,46.0,0.799,0.71,4.0,-5.099,1.0,0.0397,0.0367,0.000372,0.12,0.767,110.732
INXS,Need You Tonight,5eU8qMd0TpaLqTGDZJaLDs,64.0,0.801,0.723,10.0,-4.985,0.0,0.0689,0.0713,0.154,0.0675,0.883,109.03
Pete Townshend,Give Blood,6iwWFPOSfhH6kArlU52fp0,35.0,0.508,0.791,8.0,-11.896,1.0,0.0486,0.00974,0.106,0.048,0.411,127.645
Warren Zevon,"Lawyers, Guns and Money - 2007 Remaster",64dHj8ZxaI2Wj0brEehVMN,54.0,0.641,0.78,9.0,-6.675,1.0,0.0351,0.0671,0.00181,0.0562,0.746,94.228
Steely Dan,My Old School,2TNJMzB30nuEpww7EOx75L,55.0,0.723,0.647,7.0,-10.483,1.0,0.0567,0.257,0.000285,0.0562,0.96,125.016
Stevie Nicks,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,66LhCsc06aTa2Ig7iYPDSP,58.0,0.631,0.597,4.0,-7.382,0.0,0.026,0.379,0.00273,0.146,0.665,107.26
Ian Hunter,Cleveland Rocks - 2009 Remaster,5FBIJ3i1CWaZLf1VTNIh7B,33.0,0.523,0.802,2.0,-8.295,1.0,0.0406,0.000173,0.0,0.26,0.587,145.352
AC/DC,You Shook Me All Night Long,6yl8Es1tCYD9WdSkeVLFw4,72.0,0.529,0.768,7.0,-5.51,1.0,0.0566,0.00224,0.000685,0.297,0.769,127.316
Guns N' Roses,Welcome To The Jungle,0bVtevEgtDIeRjCJbK3Lmv,78.0,0.446,0.954,8.0,-8.069,1.0,0.0764,0.0232,0.395,0.297,0.332,123.45
Eagles,Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,82.0,0.579,0.508,2.0,-9.484,1.0,0.027,0.00574,0.000494,0.0575,0.609,147.125
Black Sabbath,Paranoid,5ERnPWGQc5QK7M7HW3rjC6,12.0,0.425,0.622,4.0,-11.503,0.0,0.0744,8.89e-05,0.00164,0.17,0.376,162.474
The Rolling Stones,Paint It Black,78Az0Z1vNJgqv9QSB0ULLV,24.0,0.504,0.845,5.0,-7.799,0.0,0.0938,0.0139,0.0419,0.359,0.736,159.508
R.E.M.,Losing My Religion,74EV0g12ihUoOUXMprFpZB,23.0,0.672,0.841,9.0,-5.992,0.0,0.0285,0.0767,0.0,0.135,0.82,125.437
Iron Maiden,Fear Of The Dark - 1998 Remastered Version,6q9CRTF8dyABIcKj7bCJwf,55.0,0.301,0.813,2.0,-8.786,0.0,0.0568,0.000674,0.000631,0.197,0.236,109.25
Red Hot Chili Peppers,Californication,48UPSzbZjgc449aqz8bxox,81.0,0.592,0.767,9.0,-2.788,0.0,0.027,0.0021,0.00165,0.127,0.328,96.483
Pink Floyd,Another Brick In The Wall - 2001 Remastered Version,7pmNNEJcBcODkrPHEIf7Cy,50.0,0.71,0.436,0.0,-12.532,1.0,0.0299,0.0282,0.00298,0.583,0.727,104.136
Nirvana,Come As You Are,4P5KoWXOxwuobLmHXLMobV,72.0,0.5,0.824,4.0,-5.846,0.0,0.0388,0.00016,0.00161,0.0916,0.539,120.125
3 Doors Down,Kryptonite,3bbUkaQYGQHkx1TJi7gPSL,16.0,0.547,0.87,11.0,-5.098,0.0,0.0286,0.00494,3.48e-05,0.161,0.514,99.014
The Cranberries,Zombie,6xy6jNeNTYwjnKTDzMyHw2,20.0,0.309,0.649,7.0,-8.994,1.0,0.035,0.0158,0.00595,0.367,0.313,166.915
Kansas,Carry on Wayward Son,2SUpC3UgKwLVOS2FtZif9N,63.0,0.453,0.788,7.0,-5.712,1.0,0.0326,0.00283,0.000119,0.441,0.793,126.737
Metallica,The Unforgiven,5SnOyuBtyzufoXBAKOdcxD,15.0,0.539,0.597,7.0,-9.581,1.0,0.0258,0.0108,0.00552,0.134,0.251,139.444
The Doors,Roadhouse Blues - New Stereo Mix,4VHvZjaD1sdWA7vC4Dm2Au,53.0,0.602,0.668,9.0,-8.023,1.0,0.0308,0.0929,4.79e-06,0.0708,0.753,120.229
Bon Jovi,You Give Love A Bad Name,61lqNlVRnWYiR9C7BDJw2l,16.0,0.53,0.964,0.0,-2.571,0.0,0.0553,0.0528,4.84e-06,0.372,0.823,122.807
Iron Maiden,Run to the Hills - 1998 Remastered Version,2JS1iE5A5RHvUPH5Zl9jlF,16.0,0.221,0.956,0.0,-4.641,1.0,0.0876,0.0103,0.000523,0.195,0.432,173.254
Def Leppard,Pour Some Sugar On Me (2012),0LN0ASTtcGIbNTnjSHG6eO,1.0,0.497,0.849,9.0,-5.352,1.0,0.0612,0.00985,0.0,0.106,0.72,169.937
Scorpions,Wind Of Change,6wjSNO6uJYlgbbfauyWhiw,23.0,0.453,0.543,0.0,-10.106,1.0,0.0366,0.297,0.0,0.0928,0.282,151.362
Led Zeppelin,Stairway To Heaven,0AJ62x1CXjJf3VW25CeZXa,0.0,0.346,0.335,7.0,-12.453,1.0,0.0339,0.575,0.00674,0.185,0.213,84.204
Dire Straits,Money For Nothing,6bOTe8T116DNpwp2H6Hxgh,8.0,0.644,0.776,7.0,-6.803,0.0,0.0376,0.037,0.000107,0.0591,0.604,134.199
AC/DC,Hard as a Rock,1gij27s31tFKcTHa8f1u4g,62.0,0.481,0.724,4.0,-5.642,1.0,0.0324,0.0018,0.18,0.11,0.2,116.341
Nirvana,Smells Like Teen Spirit,4hy4fb5D1KL50b3sng9cjw,14.0,0.48,0.875,1.0,-5.898,1.0,0.0429,1.62e-05,0.000751,0.103,0.826,116.754
Ram Jam,Black Betty,6fXseQ4TPa02SRGDf7Hm2p,39.0,0.437,0.822,11.0,-9.258,0.0,0.14,0.00679,0.000573,0.141,0.659,117.194
U2,Sunday Bloody Sunday,5Uf6OfGfz436zAegn1kui6,9.0,0.543,0.964,6.0,-5.687,1.0,0.0515,0.411,0.00205,0.047,0.777,100.456
The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,57J2znxukXsXzS3XPuZ1TG,8.0,0.722,0.882,2.0,-6.763,1.0,0.0348,0.0354,0.0496,0.119,0.921,136.299
Eric Clapton,Cocaine,6hDegaGv8VwBoMhGqoPfxR,51.0,0.696,0.58,9.0,-9.716,1.0,0.0265,0.0744,0.0212,0.32,0.683,105.172
Van Halen,Panama - 2004 Remaster,4o6dYxgEN6ZIlY8rwdrSPz,35.0,0.489,0.977,8.0,-4.809,1.0,0.128,0.000915,4.82e-05,0.0757,0.425,141.045
Iggy Pop,The Passenger,3yP0cohcr97BUNJcgvmSVg,21.0,0.5,0.846,0.0,-8.098,1.0,0.0457,0.0797,0.0,0.241,0.738,134.937
Ozzy Osbourne,Crazy Train,5kUdKwPCyamXAKGgF1WnCk,34.0,0.45,0.915,9.0,-3.338,1.0,0.104,0.361,0.001,0.263,0.507,137.645
Journey,Don't Stop Believin',3oAV5Aa8zx9buAu15zHNlq,32.0,0.492,0.782,4.0,-7.649,1.0,0.0404,0.222,0.0,0.47,0.472,119.24
Aerosmith,Cryin',6XIQe8CyDYFHN0iCjfRIuj,5.0,0.451,0.828,9.0,-3.904,1.0,0.0328,0.000197,0.0128,0.345,0.498,105.882
Marilyn Manson,Sweet Dreams (Are Made Of This),2miAut6dp9BWdGmOxwSGEC,10.0,0.39,0.642,8.0,-5.266,1.0,0.0326,0.00502,0.565,0.296,0.132,92.397
Blue Öyster Cult,(Don't Fear) The Reaper - Single Version,6fZO4Uk2yM4MwrY13n2zBI,1.0,0.419,0.909,0.0,-10.258,1.0,0.0639,0.00239,1.68e-05,0.24,0.494,142.217
Foo Fighters,My Hero,7u5dBtASrtOuBTTZjJrvuJ,60.0,0.364,0.925,4.0,-4.224,1.0,0.0659,6.01e-05,0.000251,0.0603,0.301,153.981
Thin Lizzy,The Boys Are Back In Town,40IzXkMLfTKAgRvfJvqmCx,3.0,0.442,0.851,8.0,-5.038,1.0,0.0707,0.216,1.53e-06,0.11,0.672,81.427
Soundgarden,Black Hole Sun,5BHfKRD3LTxFz1tX8AH0DN,46.0,0.338,0.735,6.0,-6.886,1.0,0.0354,8.06e-05,3e-05,0.0732,0.153,105.192
Poison,Every Rose Has Its Thorn - Remastered 2003,43GS3mtezoIFiuIZCLLiDY,71.0,0.533,0.637,6.0,-5.571,1.0,0.0323,0.16,1.12e-05,0.369,0.292,140.167
KISS,Detroit Rock City,0yd0NF2DaG04KLqJT5LLV2,6.0,0.548,0.905,5.0,-7.237,1.0,0.0607,0.0381,3.37e-05,0.163,0.457,90.587
Tenacious D,Tribute,6crBy2sODw2HS53xquM6us,65.0,0.365,0.767,9.0,-6.185,0.0,0.0681,0.181,0.000856,0.0942,0.422,94.174
Whitesnake,Is This Love - 2007 Remastered Version,3k58VAgUkM9cSvRpjIVaC7,7.0,0.288,0.866,0.0,-4.618,1.0,0.0488,0.107,0.0,0.808,0.512,180.635
Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",6YEOmCsXSk9ZPE0FkcCiuQ,59.0,0.51,0.389,2.0,-14.317,0.0,0.0384,0.286,0.000398,0.644,0.621,94.04
Alice Cooper,Poison,39J10NL0mFTAdJbapoo2rC,57.0,0.304,0.91,2.0,-6.096,0.0,0.117,0.0524,3.61e-05,0.111,0.305,118.794
Survivor,"Burning Heart - From ""Rocky IV"" Soundtrack",2avaSeKHI5l4sLruVfLdi2,64.0,0.651,0.665,9.0,-7.43,0.0,0.0269,0.221,7.91e-06,0.0403,0.647,97.996
Metallica,Sad But True,5pQYjzkALsgYOcFTC8DMmU,12.0,0.632,0.845,7.0,-6.336,1.0,0.0333,0.000773,0.00152,0.0618,0.433,89.232
KISS,Heaven's On Fire,12A0IAyIegPcMStxpk47YM,7.0,0.679,0.866,0.0,-6.053,1.0,0.0634,0.00376,3.1e-05,0.312,0.785,124.325
Billy Idol,White Wedding - Part 1 - 2001- Remaster,4zmx3vEPgRPjRT2CszUsZo,12.0,0.634,0.804,9.0,-6.74,1.0,0.0329,0.00363,0.00499,0.347,0.719,147.335
The Police,Every Breath You Take - Remastered 2003,5C0LFQARavkPpn7JgA4sLk,28.0,0.82,0.452,1.0,-9.796,1.0,0.0348,0.543,0.00294,0.0701,0.74,117.401
Judas Priest,Living After Midnight,0IXpUl1fn2QZcBavfuq0H4,63.0,0.61,0.824,4.0,-6.046,1.0,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992
Santana,Whole Lotta Love,3fBuhWRaAlkXOUFFJL0Mag,4.0,0.406,0.988,9.0,-2.72,1.0,0.0926,0.0437,0.0637,0.0664,0.24,100.038
Rammstein,Du hast,3cwDSDzTiWr5H5xMQhQ6Mx,17.0,0.64,0.922,9.0,-6.283,0.0,0.0385,0.00369,0.055,0.332,0.716,125.105
Ugly Kid Joe,Cats In The Cradle,1i8TVeZA6ZiSyrdLKQ4DEd,7.0,0.473,0.454,8.0,-11.115,1.0,0.0316,0.226,1.77e-06,0.0776,0.462,75.788
Billy Idol,Rebel Yell - 1999 - Remaster,0swJk3Hoi5woYCdfnL5lWj,6.0,0.536,0.611,9.0,-11.372,0.0,0.0411,0.000472,0.0362,0.143,0.438,166.766
Def Leppard,Hysteria 2013 (Re-Recorded Version) - Single,4xrlTtOEd3OHvQT8eu5JYY,0.0,0.671,0.638,7.0,-8.171,1.0,0.0251,0.0027,0.000695,0.161,0.619,107.088
Heart,Barracuda,4f2QcB0RYGz70dXGjvpR0w,7.0,0.538,0.908,4.0,-6.277,0.0,0.0435,0.00293,0.124,0.123,0.665,137.416
Nickelback,How You Remind Me,0gmbgwZ8iqyMPmXefof8Yf,78.0,0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094
Kings of Leon,Use Somebody,5VGlqQANWDKJFl0MBG3sg2,75.0,0.276,0.715,0.0,-5.356,1.0,0.0432,0.00552,0.000417,0.201,0.173,137.028
Deep Purple,Perfect Strangers,521gC8oqqmUknLZpodHOh9,13.0,0.521,0.721,2.0,-7.699,1.0,0.0254,0.00348,0.0113,0.391,0.611,97.578
Yes,Owner Of A Lonely Heart,0eaZbB3SewakRxB9uHKjjj,7.0,0.733,0.553,7.0,-13.924,1.0,0.0382,0.252,0.00257,0.147,0.934,124.993
Ozzy Osbourne,Shot in the Dark,31dqpLUModJWNbxrXu6TWd,62.0,0.581,0.791,6.0,-7.262,1.0,0.0324,0.00835,6.02e-05,0.142,0.619,123.887
Whitesnake,Here I Go Again,1tQ5TSr1tyeQUbHKBee0jv,53.0,0.484,0.877,7.0,-5.434,1.0,0.0337,0.151,0.00017,0.14,0.687,92.975
Dio,Holy Diver,54yLLvpezvPO1lA3GspiZj,65.0,0.473,0.783,10.0,-10.671,0.0,0.0869,0.0125,0.475,0.268,0.124,91.976
Aerosmith,Livin' On The Edge,0O712LGGTk8e0CFMdUPSB5,6.0,0.405,0.881,2.0,-4.37,1.0,0.0327,0.00211,0.0084,0.386,0.24,84.572
Electric Light Orchestra,Don't Bring Me Down,3eOFG0vqpsMqhGHTQJmjQi,2.0,0.64,0.878,2.0,-6.481,1.0,0.0335,0.17,0.000232,0.0632,0.795,115.7
Whitesnake,Still Of The Night - 2007 Remastered Version,7cvzMbuaFpFH3ZkutMcfNc,3.0,0.419,0.852,0.0,-7.78,1.0,0.0495,0.00251,0.0044,0.189,0.259,100.434
Alice In Chains,Man in the Box,3G0EKJZy0j3rMG077UawaC,49.0,0.346,0.765,8.0,-8.558,1.0,0.0413,0.00229,7.54e-06,0.213,0.644,106.463
Motörhead,Ace Of Spades,3RkS5epxKd1SFlDdLuKJMJ,13.0,0.337,0.993,3.0,-4.116,0.0,0.226,0.0236,0.000354,0.114,0.195,140.572
Pink Floyd,Wish You Were Here - 2011 Remastered Version,1wHSxWBfPr3GO31y8KGrWe,16.0,0.481,0.262,7.0,-15.73,1.0,0.0414,0.735,0.0114,0.832,0.375,122.883
The Cars,You're All I've Got Tonight,2RH10TTlPhq8S61rXlVssL,46.0,0.583,0.855,11.0,-7.972,0.0,0.0404,0.00417,0.144,0.237,0.664,122.425
The Beatles,Hey Jude - Remastered 2009,2iGtdYI4lI0jDpnxJOqZRw,39.0,0.399,0.573,10.0,-9.44,1.0,0.0253,0.0293,2.83e-05,0.0914,0.649,147.114
Aerosmith,Dream On,7mN0AL5ZsYMxJOftvVclOi,37.0,0.399,0.362,5.0,-12.123,0.0,0.0249,0.446,0.000119,0.327,0.194,80.541
Tommy James & The Shondells,Crimson and Clover,6FEKEO3y7QFcMwoGeR0GtU,56.0,0.456,0.609,11.0,-11.767,1.0,0.068,0.275,0.0198,0.108,0.682,84.441
Simon & Garfunkel,Bridge over Troubled Water,5LFtkeNjLpZAey3Arj3h4M,6.0,0.276,0.236,3.0,-13.742,1.0,0.0299,0.795,9.67e-05,0.366,0.261,83.611
"Crosby, Stills & Nash",Suite: Judy Blue Eyes - Remastered,37i6z8YqVrsvlx9jAaF6Rf,35.0,0.451,0.364,9.0,-13.126,1.0,0.0436,0.469,0.0,0.197,0.298,154.206
Bad Company,Feel Like Makin' Love (Remastered Album Version),3HKthdb7Ejnydb74BvmQW0,8.0,0.56,0.543,7.0,-8.433,1.0,0.0288,0.233,0.000179,0.335,0.661,85.119
Split Enz,I Got You,3UCsoEI6l71mhwaiNM8DOD,0.0,0.679,0.43,2.0,-13.895,1.0,0.0367,0.0633,7.9e-05,0.122,0.83,125.705
Hootie & The Blowfish,I Go Blind,060AenZFpUKot40Pv0CJ0l,42.0,0.611,0.793,0.0,-7.538,1.0,0.0303,0.213,0.0,0.136,0.86,121.987
Chicago,25 or 6 to 4,65eRcjlStTnk8opG5eIQ8Z,39.0,0.612,0.869,7.0,-9.866,1.0,0.0515,0.241,0.0367,0.0858,0.771,147.502
The Beatles,Helter Skelter - Remastered 2009,0Bs0hUYxz7REyIHH7tRhL2,62.0,0.166,0.831,9.0,-8.469,1.0,0.0894,0.000606,0.846,0.811,0.281,167.518
The Rolling Stones,Angie,1GcVa4jFySlun4jLSuMhiq,72.0,0.429,0.554,9.0,-6.128,0.0,0.0291,0.67,0.000152,0.105,0.407,136.302
Sweet,Love Is Like Oxygen - Alternate Version,4P90OxmWTJI5uAt9e65lMV,38.0,0.482,0.628,9.0,-8.358,0.0,0.069,0.372,0.000249,0.307,0.313,126.53
Supertramp,Give A Little Bit,1KYzwQbt73OvhLAta0KQ4j,0.0,0.556,0.451,2.0,-15.449,1.0,0.0364,0.0788,0.00512,0.159,0.513,90.809
Electric Light Orchestra,Turn To Stone,0uvBet3H0Q08SIAl90hIp1,0.0,0.538,0.534,1.0,-15.274,0.0,0.037,0.0307,3.37e-06,0.59,0.583,140.985
Malo,Suavecito,5QoFWpXoaUyT44VmR98wLl,46.0,0.562,0.561,11.0,-10.954,0.0,0.0343,0.412,1.98e-05,0.0917,0.666,113.911
The Babys,Back On My Feet Again,4wpBgGZWcMPQA1iusHwl2t,0.0,0.521,0.678,9.0,-6.811,1.0,0.0354,0.0811,0.0,0.118,0.504,121.848
Whitesnake,Here I Go Again - 20th Anniversary Remaster,7r6KRHz2HAjoaBQCtQJfzR,4.0,0.411,0.898,7.0,-4.121,1.0,0.0417,0.21,1.57e-05,0.243,0.247,90.721
Mr. Mister,Kyrie - Single Version,5BXj1QDRU77J1ngVavG1tI,54.0,0.489,0.676,0.0,-8.769,1.0,0.0367,0.287,0.0,0.389,0.623,89.735
The Tubes,She's A Beauty,6lnP51cMlqpZ8bwmyVlgvG,45.0,0.694,0.787,2.0,-9.569,1.0,0.0363,0.0913,0.0106,0.0562,0.667,111.157
Steve Miller Band,Fly Like An Eagle,0BTYL86ryKRHvAndNeoiuP,2.0,0.561,0.754,9.0,-12.769,0.0,0.112,0.61,0.0194,0.328,0.642,100.08
Harry Nilsson,Without You,7vUyjcxGN6qLETksF03PYZ,0.0,0.339,0.263,4.0,-11.977,1.0,0.0305,0.299,3.92e-06,0.0576,0.158,130.622
Pink Floyd,Welcome To The Machine - 2011 Remastered Version,107Jwc012wRPAvjI7WKCPI,2.0,0.382,0.36,0.0,-12.442,1.0,0.0365,0.52,0.171,0.0747,0.0362,133.273
Carly Simon,You're so Vain,564Z6w6IbtUnIO4QLg4y3P,39.0,0.659,0.678,0.0,-8.18,1.0,0.0313,0.157,6.69e-06,0.0784,0.647,106.186
Poco,Keep On Tryin',2WLFdsAANOvUECXFk3OKgK,0.0,0.698,0.238,11.0,-15.549,1.0,0.0455,0.81,0.0,0.0675,0.761,149.132
The Beatles,A Day In The Life - Remastered 2009,0hKRSZhUGEhKU6aNSPBACZ,66.0,0.364,0.457,4.0,-14.162,0.0,0.0675,0.29,0.000106,0.922,0.175,163.219
Talking Heads,Take Me to the River - 2003 Remaster,1DgMJfHxwxypi3CpC8veV3,37.0,0.651,0.446,6.0,-9.571,0.0,0.0268,0.245,0.0104,0.058,0.862,99.896
INXS,The One Thing,3rXfT58koa2PevJMNT5ahk,26.0,0.449,0.942,9.0,-4.23,1.0,0.108,0.0493,0.00565,0.273,0.356,137.557
Three Dog Night,One,4KkGTqja19AHqItq3XBV3C,46.0,0.565,0.419,10.0,-13.38,0.0,0.0391,0.151,2.18e-05,0.113,0.456,123.967
